title,x,y
Broski On The Wing / Broski Joins Al Hilal | Know Your Meme,2.478992,39.85391
"Brother, May I Have Some Oats | Know Your Meme",5.690254,-5.844905
Brother Sharp (犀利哥) | Know Your Meme,-9.3835125,21.930052
Brr Brr Patapim | Know Your Meme,17.133356,6.37728
Bruh | Know Your Meme,30.633392,-2.8414176
Bruh Sound Effect #2 | Know Your Meme,-19.45447,13.879391
Bruh. U calling Me Out😭 I Have Thunder Thighs n' Like a Slvtty Waist But <333😕 | Know Your Meme,-17.75793,15.00328
Brushie Brushie Brushie | Know Your Meme,9.672796,-11.680357
"Bryan Johnson’s ""I Injected Botox Into My Penis"" Tweet | Know Your Meme",-8.572813,13.45443
BUAAAAAA | Know Your Meme,-37.340416,6.507897
Bubb Rubb | Know Your Meme,-24.16252,13.137252
Bubbles No Me Gusta | Know Your Meme,0.22826412,0.3739834
Buck Breaking | Know Your Meme,40.154797,15.61178
Buddy Christ | Know Your Meme,-20.176252,-22.66364
Buddy Holly (Weezer Song) / Weezered | Know Your Meme,-35.720108,-3.647061
Bugs Bunny Challenge | Know Your Meme,-21.817547,3.7088122
Bugs Bunny Sawing Off Florida | Know Your Meme,4.2400236,-17.071232
Bugs Bunny Shooting a Gun | Know Your Meme,-5.77569,9.796243
Built Different | Know Your Meme,39.37988,5.8197947
Bully Maguire | Know Your Meme,-18.35297,-29.248272
Bump | Know Your Meme,31.6641,-5.928409
Burger King Foot Lettuce | Know Your Meme,-1.3781614,-5.2276125
#burnmyMAGAhat | Know Your Meme,-9.369823,34.903477
Bus Uncle (巴士阿叔) | Know Your Meme,2.5159009,36.518703
Business Cat | Know Your Meme,15.784714,-3.9079149
"""Buss It"" Challenge | Know Your Meme",-26.156584,5.181101
Busty Aunt Cass | Know Your Meme,3.4356096,10.163709
But Can It Run Crysis? | Know Your Meme,37.322598,3.961225
"But Doctor, I Am Pagliacci | Know Your Meme",1.007842,-20.963568
But If You Close Your Eyes | Know Your Meme,-27.739796,-6.93648
But It's Honest Work | Know Your Meme,2.9868398,27.722832
But Our Princess is in Another Castle! | Know Your Meme,5.017966,-28.24429
But That's None of My Business | Know Your Meme,8.695799,-6.7316256
Butlerian Jihad | Know Your Meme,15.591011,31.640776
Butt Racing | Know Your Meme,-23.104658,-13.319067
Butterdog | Know Your Meme,4.9654293,-11.0819435
Butthurt | Know Your Meme,19.258688,-21.50454
Butthurt Dweller / Gordo Granudo | Know Your Meme,5.0712147,0.03581044
Buy Me Prada Balenciaga | Know Your Meme,-27.916811,6.025241
Buy the Dip | Know Your Meme,30.108915,-18.606617
Buzzkilling | Know Your Meme,22.784008,-11.810569
Bwekfast | Know Your Meme,-2.5747564,-7.6027145
By All Accounts It Doesn't Make Sense | Know Your Meme,-18.5973,-39.161816
"""Bye Bye"" Mewing Shh | Know Your Meme",-19.503756,5.0044274
Bye Felicia | Know Your Meme,-12.717599,-23.344835
Cacodemon | Know Your Meme,9.720704,-34.046787
Caipirinha Dance | Know Your Meme,-27.606176,0.32415107
Cake Slice | Know Your Meme,5.3821387,-18.66079
Cala Maria | Know Your Meme,27.664766,23.354435
Calculator Spelling | Know Your Meme,34.962303,-11.134692
Call Me Maybe | Know Your Meme,-32.304924,3.9060402
Calne Ca | Know Your Meme,23.268375,14.661837
Camavinga Memes | Know Your Meme,3.2492812,39.370346
Came In A Fluffer | Know Your Meme,-14.532559,13.038248
Camping | Know Your Meme,37.352497,-7.8049083
Can This Onion Ring Get More Fans Than Justin Bieber | Know Your Meme,0.8414954,16.454039
Candle Cove | Know Your Meme,-25.517002,-27.079521
Candlejack | Know Your Meme,-25.459166,-27.075472
Canon Rock | Know Your Meme,-22.430233,-10.727639
Canon vs. Fanon | Know Your Meme,-1.1290373,13.598443
Can't Beat Air Man! / Air Man ga Taosenai | Know Your Meme,-20.41973,-12.883119
Can't Break My Stride | Know Your Meme,-36.177185,4.0847635
Can't Have Shit In Detroit | Know Your Meme,-0.8355818,22.138027
"Can't Sleep, Clown Will Eat Me | Know Your Meme",2.9942458,-42.584232
Can't Stop the Rock | Know Your Meme,-41.501472,-3.643378
Can't You Take Anything Seriously? / Too Serious | Know Your Meme,-3.9670565,8.306101
Capone - Oh No TikTok Trend | Know Your Meme,-17.879904,-0.73309094
Captain America Elevator Fight | Know Your Meme,-18.415089,-32.12894
"Captain Hydra / Captain America ""Hail Hydra"" Edits | Know Your Meme",-18.424707,-32.214287
CAPTCHArt | Know Your Meme,26.69499,-7.4548187
Captioned Stock Photos | Know Your Meme,4.1783066,3.5091472
Caramelldansen | Know Your Meme,-26.371353,-0.11667696
Caramelldansen Lights | Know Your Meme,-26.08591,1.0804362
Card Crusher | Know Your Meme,8.050283,2.8540084
Cargo Shorts | Know Your Meme,7.899024,40.144978
Carl! | Know Your Meme,-8.80883,-33.886524
Carl the Cuck and AIDS Skrillex | Know Your Meme,-7.757288,28.160986
Carlton Banks' Dance | Know Your Meme,-28.477633,-22.52377
Carol’s Safety Goggles | Know Your Meme,16.096918,-22.921373
Carson Shearer's Dance | Know Your Meme,-16.953363,6.6241236
Case of the Mondays | Know Your Meme,24.744999,-21.453468
Cash Me Ousside / Howbow Dah | Know Your Meme,-15.272439,21.924751
CashNasty Punches Laptop | Know Your Meme,-18.529829,17.68864
Casual Mai Shiranui | Know Your Meme,21.603115,14.561357
Casually Pepper Spray Everything Cop | Know Your Meme,-13.312664,29.072065
Cat Breakdancing | Know Your Meme,-23.596851,1.3212776
Cat Driving a Car | Know Your Meme,-20.968876,3.614479
Cat Eating Then Looking Up | Know Your Meme,-20.82227,2.2657857
Cat Feeder Camera Cats | Know Your Meme,-20.896124,2.309049
Cat Transcendence | Know Your Meme,-22.232582,1.1929045
Cat Vibing to Street Musician's Ievan Polkka | Know Your Meme,-24.648495,2.174234
Catalina la Catrina | Know Your Meme,28.983675,8.060979
Catch That Man | Know Your Meme,-16.02709,-14.862865
CatJAM / Vibing Cat | Know Your Meme,-21.671463,2.5586832
Catturd Running Over His Dog | Know Your Meme,-3.3922944,14.934974
Caturday | Know Your Meme,18.78766,-2.0778677
Caught in 4K | Know Your Meme,-16.365517,16.330381
Caught Me Sleeping / Bae Caught Me Slippin | Know Your Meme,1.2321324,18.227592
Cave Johnson / Combustible Lemons | Know Your Meme,29.480534,-26.205006
CBF Detected / Nullscapes CBF Blocker (Geometry Dash) | Know Your Meme,41.062397,-0.38056016
Ceiling Cat | Know Your Meme,16.213346,-4.087012
Centrist Dad | Know Your Meme,34.357304,-14.815063
Cereal Guy | Know Your Meme,3.5694373,-19.019289
Cerveza Cristal | Know Your Meme,-11.417123,-42.271976
Chacarron Macarron / Batusi Dance | Know Your Meme,28.809614,8.062334
Chad Warden / Chadwardenn | Know Your Meme,13.168565,6.050482
Chainsaw Man Chapter 167 / #CSM167 | Know Your Meme,-6.2249737,-20.264833
Chair Challenge | Know Your Meme,6.275004,-38.802895
Challenge Accepted | Know Your Meme,12.51759,36.875854
Chandler Bing Hugging a Record | Know Your Meme,6.3775,-44.67581
Change Da World... My Final Message | Know Your Meme,9.605731,-7.7296705
Charizard | Know Your Meme,30.93605,20.2333
"Charli D'Amelio's ""I Can't Do This Anymore"" | Know Your Meme",-20.045328,8.831998
"Charli XCX ""Brat"" Cover Parodies | Know Your Meme",-24.453417,30.365835
Charlie Bit My Finger | Know Your Meme,-0.9046667,-30.808867
Charlie Chaplin's Time Traveler | Know Your Meme,2.0496874,-20.93351
Charlie Charlie Challenge | Know Your Meme,12.682906,35.997456
Charlie Sheen Rant / #tigerblood | Know Your Meme,-34.172344,-23.333454
Check Your Privilege | Know Your Meme,12.482081,21.581509
"Checkmate, Atheists | Know Your Meme",-10.129677,-11.232301
Cheddar Man | Know Your Meme,15.715871,-13.076028
Cheeki Breeki | Know Your Meme,35.085716,7.1211553
Cheems | Know Your Meme,6.163325,-10.776825
Cheesing | Know Your Meme,39.40999,-7.781171
CheetahMen II | Know Your Meme,9.389669,-29.948761
Chef Excellence ('An Excellent X') | Know Your Meme,-0.9209721,-5.3739257
Chef Skinner Reading a Letter | Know Your Meme,1.2382365,2.2703795
"Chelsea ""I Look Like Megan Fox"" ""Love Is Blind"" Contestant | Know Your Meme",-19.149105,23.720428
Chicago Union Furry Fetish Art | Know Your Meme,-1.7138855,41.039436
Chicken Jockey (Minecraft Movie) | Know Your Meme,-28.017954,-11.537641
Chihiro Unsheathing a Katana | Know Your Meme,21.079205,13.838753
Chiitan Removing the Costume | Know Your Meme,-1.3392814,13.764196
Chika Waga | Know Your Meme,-2.3914757,0.47564262
"Childish Gambino's ""This Is America"" | Know Your Meme",-28.056738,-3.5004256
Children's Book Cover Parodies | Know Your Meme,10.862752,27.319595
Chill Guy Vietnamese Magazine Cover Plagiarism Hoax | Know Your Meme,4.8718047,13.12601
Chills / Top15's Imitation Parodies | Know Your Meme,-15.834568,-8.423252
Chimpanzini Bananini (Italian Brainrot) | Know Your Meme,17.325464,6.009938
Chin2 | Know Your Meme,25.080544,11.717801
Chinese Cartoons | Know Your Meme,22.466433,4.78818
"Chinese ""Just Turned 18"" Interview Girl | Know Your Meme",-18.013124,8.212338
Chinese Man Yelling at a Kitten | Know Your Meme,-17.514849,-3.676183
Ching Cheng Hanji | Know Your Meme,25.336903,11.958298
Chipotle Camera Rule / Filming Hack | Know Your Meme,-28.34241,12.374545
Chk-Chk-Boom Girl | Know Your Meme,-13.74632,25.484163
Chocolate! | Know Your Meme,-7.695563,-26.198915
Chocolate Rain | Know Your Meme,-38.94961,10.157698
Chonk / Oh Lawd He Comin' | Know Your Meme,17.163355,-2.5746446
Choo-Choo | Know Your Meme,17.489412,-2.6976845
Chopped Chin | Know Your Meme,-29.807428,7.2957883
Chopper City Suit | Know Your Meme,-15.755958,-21.413458
Chris Redfield | Know Your Meme,-26.110025,-18.063791
"Christ You Are Extremely Fucking Selfish, Die | Know Your Meme",24.604172,25.358595
Christian Bale Rant | Know Your Meme,-21.886715,-23.087303
Christian Sonic Fanart | Know Your Meme,12.187493,-22.947136
Chubby Bubbles Girl | Know Your Meme,8.687114,13.383678
Chuck Norris Facts | Know Your Meme,-7.8594747,-16.42503
Chuddha | Know Your Meme,-2.7062893,12.085957
Chudjak | Know Your Meme,8.853857,4.0249543
Chug Jug With You | Know Your Meme,-27.399645,8.9717045
Chun-Li | Know Your Meme,21.373428,15.68302
Cigar Guy | Know Your Meme,-16.934578,26.771154
Cinemagraphs | Know Your Meme,-0.49949068,-14.357281
Cinnamon Challenge | Know Your Meme,11.6743,36.107426
Circle Jerk | Know Your Meme,33.6299,-6.3699393
Cirno | Know Your Meme,26.988148,23.273989
Cirno's Perfect Math Class | Know Your Meme,26.74555,23.216217
Cis Teen Chapel | Know Your Meme,4.301175,21.789867
[citation needed] | Know Your Meme,15.436083,18.031012
Citi Bike Karen | Know Your Meme,-13.412859,22.447222
Clairo Shade | Know Your Meme,-4.7928567,14.268075
Clark County Judge Attack | Know Your Meme,-12.407261,24.26313
Classical Art Memes | Know Your Meme,15.54356,-9.81832
Clever Girl | Know Your Meme,2.5910132,-17.328175
Clickbait | Know Your Meme,34.883835,-3.9415019
Clinton Body Count | Know Your Meme,-8.156216,36.858414
Clip Art Covers | Know Your Meme,-43.14404,3.6805496
Clippy | Know Your Meme,26.594936,0.89806956
Clock Man | Know Your Meme,-26.025715,-26.023619
Close Enough | Know Your Meme,20.095907,-18.437914
"Close Enough, Welcome Back | Know Your Meme",-2.325956,16.315222
Clovergender | Know Your Meme,11.452994,17.775248
Clown Pepe / Honk Honk / Clown World | Know Your Meme,28.095648,-6.5223336
Coaxed Into a Snafu | Know Your Meme,11.460512,-6.237944
Cocky Want Boing Boing | Know Your Meme,0.18884766,11.180393
Coconut Gun | Know Your Meme,2.0809565,-25.820572
Coconut-Pilled | Know Your Meme,-6.1253767,33.81213
Coded (Slang) | Know Your Meme,19.88825,18.986483
"Cody Ko ""Let's Go"" | Know Your Meme",-21.76699,16.917156
Coffin Dance / Dancing Pallbearers | Know Your Meme,-25.480501,1.6905208
Coldsteel The Hedgeheg | Know Your Meme,11.554921,-19.664188
College Freshman | Know Your Meme,9.742248,8.988676
College Liberal | Know Your Meme,11.809135,18.948994
Colorized History | Know Your Meme,16.30081,-8.531911
Columbusing | Know Your Meme,39.250717,16.828926
Combined GIFs | Know Your Meme,-8.623876,-41.68561
Combo | Know Your Meme,42.57706,-11.723925
COMBO BREAKER | Know Your Meme,42.551197,-11.723116
Come At Me Bro | Know Your Meme,31.538359,-2.2670426
Come Closer I Need | Know Your Meme,-9.112589,-25.388123
Comic Sans | Know Your Meme,14.550664,-19.686132
Coming Out Videos | Know Your Meme,-27.938093,-4.8875837
Communist Bugs Bunny | Know Your Meme,3.7652118,-16.683529
Complaint Tablet to Ea-nasir | Know Your Meme,13.594299,9.44593
Computer Reaction Faces | Know Your Meme,16.329733,-14.276745
Conan Is... | Know Your Meme,-5.9501357,-2.1826913
Conceited Reaction | Know Your Meme,-32.330906,16.223246
Condescending Wonka / Creepy Wonka | Know Your Meme,7.422185,-14.271942
Condom Challenge | Know Your Meme,-12.917064,10.903694
Confession Bear | Know Your Meme,3.1742558,-9.724881
Confused Black Girl | Know Your Meme,7.015145,0.90437245
Confused Nick Young / Swaggy P | Know Your Meme,0.6481915,-20.359968
Confused Travolta | Know Your Meme,-4.036151,-12.462536
"""Congratulations, You Won!"" | Know Your Meme",-9.528434,-20.051115
Consider The Following | Know Your Meme,34.526615,-23.184895
Console Wars / Console Debates | Know Your Meme,8.17585,-28.440405
Conspiracy Keanu | Know Your Meme,-3.5639021,-14.302724
Consume Product / Consoomer | Know Your Meme,2.4403741,-4.931692
Content Aware Scaling | Know Your Meme,2.4835074,-3.3620842
Cooking With Kya Video Leak Rumor | Know Your Meme,-15.752799,11.3489065
Cool Dog | Know Your Meme,7.9399543,-10.92947
"Cool Story, Bro | Know Your Meme",12.766651,-5.0199842
Coolyori / Sayori Drake Meme | Know Your Meme,1.4766023,4.0149965
Coomer | Know Your Meme,8.119581,5.949633
Copium | Know Your Meme,33.852924,-8.384969
Copypasta | Know Your Meme,26.617022,0.83315766
Core Values | Know Your Meme,-13.247809,-2.9626143
Cornify | Know Your Meme,-9.051763,-20.435917
Corona-chan | Know Your Meme,12.2111635,12.183879
Costanza.jpg / George Costanza Reaction Face | Know Your Meme,22.664768,-12.44056
Couldn't Even Edge to This / Clean Up On Aisle My Pants Copypasta | Know Your Meme,12.495288,9.079723
Counter-Signal Memes | Know Your Meme,11.242768,-3.6862633
Courage Wolf | Know Your Meme,8.667148,-12.355494
Cover Yourself in Oil | Know Your Meme,-24.005177,24.306349
Covfefe | Know Your Meme,-4.445577,21.338385
Cow Tools | Know Your Meme,6.668723,-18.005365
Crab Rave | Know Your Meme,-34.446537,0.94830227
Crabcore | Know Your Meme,-34.44874,1.0292212
Cracking Open a Cold One With the Boys | Know Your Meme,-6.50081,11.168504
Cracky-chan | Know Your Meme,12.019301,14.437325
Crank That Soulja Boy | Know Your Meme,-34.699184,-1.5486879
"Crash Bandicoot ""Woah"" | Know Your Meme",-14.683172,-9.878001
Crasher Squirrel | Know Your Meme,10.084459,-10.582893
Crawling In My Skin | Know Your Meme,36.715664,-16.190409
Crazy Frog Brothers | Know Your Meme,-6.0994754,-9.932681
Crazy? I Was Crazy Once. They Locked Me In A Room. A Rubber Room. A Rubber Room With Rats. And Rats Make Me Crazy. | Know Your Meme,-6.1108913,-9.867759
Crazy Mean Baby | Know Your Meme,-5.5726795,-10.038208
Crazy Sex Positions / SexPositions.club | Know Your Meme,4.642955,15.709445
Cream Abdul Jabbar | Know Your Meme,-19.620785,20.368118
Creature Feature Featuring The Creature | Know Your Meme,-5.5776677,-6.9346004
Credit Card Declines | Know Your Meme,-2.0346634,-0.85178906
Creepy Garfield / Gorefield | Know Your Meme,6.396631,-20.724022
Creepy Villager | Know Your Meme,6.0474954,-27.4837
Creepy White Guys | Know Your Meme,7.8052783,15.849208
Creepypasta | Know Your Meme,16.999489,15.749414
Cringe | Know Your Meme,19.052645,-21.477419
Cringe Gaming Intros | Know Your Meme,-11.629657,6.3831024
Crip Walk | Know Your Meme,-30.925741,1.8382012
Crisis Actor Conspiracy Theories | Know Your Meme,7.9881506,33.451283
Crocoduck | Know Your Meme,-10.187824,-11.200963
Cropped Image Macros | Know Your Meme,3.4657562,1.8301595
Cross-Stitch Art | Know Your Meme,16.413122,-9.496582
Crossguard Lightsaber | Know Your Meme,-9.633442,-43.045532
Crossover | Know Your Meme,15.216419,-17.276794
Crowdfunding | Know Your Meme,18.657911,28.512169
Crying Cat | Know Your Meme,17.34191,-4.4660544
Crying Michael Jordan | Know Your Meme,-17.748169,20.667746
Crying While Eating | Know Your Meme,9.504852,33.653416
CSI 4 Pane Comics | Know Your Meme,23.851654,-25.13502
Cthulhu | Know Your Meme,2.1008124,-9.721695
Cuck | Know Your Meme,35.61718,-13.294438
Cuckservative | Know Your Meme,35.526733,-13.348712
Cuckstoel | Know Your Meme,-0.04731413,14.073421
Cult of Kek | Know Your Meme,8.476759,-5.2460823
Cultural Appropriation | Know Your Meme,12.659128,20.949377
Cultural Marxism | Know Your Meme,38.54212,17.372066
Cumbrain | Know Your Meme,28.864885,-11.399623
Cunty Regirock With a Handbag | Know Your Meme,3.1673646,5.3971796
Cupcake Dog | Know Your Meme,4.7815228,-11.507052
Cuppycake Gumdrops/ The Cuppycake Song | Know Your Meme,-36.130108,-9.167004
Curb Your Enthusiasm Theme Remixes | Know Your Meme,-28.446585,-1.7487047
Cure-chan | Know Your Meme,18.403908,9.322419
Curse You Bayle! | Know Your Meme,7.19484,-31.964003
Cursed Boomer Images | Know Your Meme,3.565269,-6.5704446
Cursed Cat Alastor | Know Your Meme,15.641176,-2.6114755
Cursed Comment | Know Your Meme,3.597798,-7.5088835
Cursed Image Compilations | Know Your Meme,3.6523619,-7.1580887
Cursed Images | Know Your Meme,3.7438087,-7.2509084
Cursed Kleenex Commercial | Know Your Meme,-11.268525,-18.697676
Cynthia | Know Your Meme,29.265028,22.597672
Da Vinki | Know Your Meme,-16.531538,5.8571777
DaBaby | Know Your Meme,-10.446234,1.1537306
DaBaby Convertible | Know Your Meme,-9.889981,1.6467043
Dabo Chopped Photo | Know Your Meme,-15.844027,14.02478
Dad Bod | Know Your Meme,34.452057,-15.420089
Dad Jokes | Know Your Meme,34.45002,-15.248873
Daddy | Know Your Meme,33.627834,-14.314164
"Daddy, What Did You Do In the Great War? / Fucking Legend Dad | Know Your Meme",16.411718,-21.562815
Daft Hands | Know Your Meme,-30.272366,-3.4377582
Dafuq | Know Your Meme,30.905632,-14.40588
Daily Struggle / Two Buttons | Know Your Meme,8.841221,-18.866875
Daisy Bell (Bicycle Built For Two) | Know Your Meme,-35.033592,-6.077786
Dame Da Ne / Baka Mitai | Know Your Meme,-29.001068,-15.99326
Damn Daniel | Know Your Meme,-22.211369,21.542686
"Damn Nature, You Scary! | Know Your Meme",26.617332,-26.221006
Dance Dance World Revolution | Know Your Meme,-24.64809,-0.8075828
Dancing Baby | Know Your Meme,-0.56048924,-10.281866
Dancing Zemo | Know Your Meme,-14.352071,-32.664272
Danjo | Know Your Meme,-39.132122,12.485039
Dank Memes | Know Your Meme,8.661388,-1.9758153
Dark Brandon | Know Your Meme,7.463259,26.225214
Dark Knight 4 Pane | Know Your Meme,-2.2088642,-18.708504
"""Dark Side of the Moon"" Cover Parodies | Know Your Meme",-44.58319,3.5595317
#DarkWoke / Dark Woke | Know Your Meme,7.5274544,26.283562
Darling Guess Who's Back From Jail | Know Your Meme,-22.202934,8.93978
Darth Maul's Double-sided Lightsaber | Know Your Meme,-9.057453,-42.259304
"Darth Vader's ""I Find Your Lack of Faith Disturbing"" | Know Your Meme",-6.510374,-39.275085
"Darth Vader's ""Noooo!"" | Know Your Meme",-8.532342,-40.915985
Darude - Sandstorm | Know Your Meme,-35.99065,0.6992003
Dash Spider / This Isn't Sightreadable | Know Your Meme,40.97097,-0.4219035
Dashcam Videos | Know Your Meme,-12.905911,21.0663
'Dat Ass | Know Your Meme,0.8596166,-3.63634
Dat Boi | Know Your Meme,2.519455,0.7249041
Datamoshing | Know Your Meme,16.756136,-8.20081
Daten Route | Know Your Meme,-24.909336,3.6413367
David After Dentist | Know Your Meme,-28.72917,20.73295
David Harris Jr.'s Plane Rage Bait | Know Your Meme,-7.0693636,31.120214
David Hasselhoff Drunk | Know Your Meme,-38.506035,-6.853063
Dawn of the Final Day | Know Your Meme,10.994592,-29.50167
Dazzi (Palworld) | Know Your Meme,-11.105565,0.9634046
DDoS | Know Your Meme,16.087162,21.92407
Deadnaming | Know Your Meme,36.860764,-9.306543
Deadpool / Wade Wilson | Know Your Meme,-20.87782,-30.879904
Deal With It | Know Your Meme,4.2441287,-4.1005464
Dean McCoppin Mug | Know Your Meme,12.7809,-13.366057
Dear Fat People | Know Your Meme,-9.277553,10.077731
Dear Reporter Waiting Park | Know Your Meme,-1.4621203,30.948896
"Dear Sister Parodies / ""Mmm Whatcha' Say"" | Know Your Meme",-16.528608,23.907053
Death Metal Rooster | Know Your Meme,-31.549662,-9.825198
Deboonker | Know Your Meme,9.7788,5.300856
"December 21st, 2012 | Know Your Meme",-3.8206675,-1.2928843
Dedotated Wam | Know Your Meme,-13.201556,0.43712473
Deep Fried Memes | Know Your Meme,7.8590713,-0.36112592
Deez Nuts | Know Your Meme,-33.423748,10.575755
DEHUMANIZE YOURSELF AND FACE TO BLOODSHED | Know Your Meme,-11.455454,-4.2255836
DEI Chin | Know Your Meme,22.199286,14.546695
Deja Vu | Know Your Meme,-32.084976,0.65058786
Deku Working at McDonald's | Know Your Meme,-1.8839561,9.994326
Delet This | Know Your Meme,-11.551767,11.769153
Delete System32 | Know Your Meme,18.066595,16.80381
Delete Your Account | Know Your Meme,0.50590575,21.076977
Demake / Demaster | Know Your Meme,38.698677,5.3899236
#DemExit | Know Your Meme,-4.919712,36.849426
Demotivational Posters | Know Your Meme,19.805676,1.1909293
Denied Encino Man | Know Your Meme,-17.06639,-14.735687
Dental Plan / Lisa Needs Braces | Know Your Meme,3.9403582,-43.995792
"Deny, Defend, Depose | Know Your Meme",-9.697496,24.921135
Depression Dog | Know Your Meme,8.065126,0.48218393
Derp | Know Your Meme,17.484127,-18.578596
Derpina | Know Your Meme,17.707258,-18.483953
Derpy Hooves | Know Your Meme,17.348005,-18.614769
Descriptive Noise | Know Your Meme,13.293673,-2.79179
Despacito | Know Your Meme,-28.895994,-3.1550002
Despite Being Only 13 Percent of the Population | Know Your Meme,11.512992,23.046629
Desu | Know Your Meme,24.674313,-0.6015217
Deus Vult | Know Your Meme,-9.383821,-1.141352
DEUUEAUGH | Know Your Meme,-8.897752,-26.726524
Diabeetus | Know Your Meme,-10.363957,-14.911775
Dice Roll Walk | Know Your Meme,-20.406683,4.4949365
Dick Butt | Know Your Meme,11.657218,-17.110268
Dick in a Box | Know Your Meme,-24.372623,-5.749979
Dick Pic | Know Your Meme,31.600262,-7.5710273
Did He Died? | Know Your Meme,33.434776,-22.495693
Did You Just Assume My Gender? | Know Your Meme,8.964948,20.641706
Did You Know? | Know Your Meme,8.146635,11.580174
"Diddy's 1,000 Bottles Of Baby Oil | Know Your Meme",-5.6058674,25.00412
Didn't Read LOL | Know Your Meme,24.58865,-6.644492
Die Cis Scum | Know Your Meme,8.955257,18.965767
Die Monster / What Is A Man? | Know Your Meme,-3.047052,-36.770023
Diet Coke and Mentos | Know Your Meme,-20.218739,34.99289
(D)ifferent (R)ules | Know Your Meme,-4.1250105,34.801716
Diggy Diggy Hole | Know Your Meme,-29.443447,-9.026834
Digital Blackface | Know Your Meme,21.774889,20.684685
#DignifAI | Know Your Meme,7.1646214,16.776026
Dih To Yo Crack / Slide That Shi In Gng 💔 | Know Your Meme,2.2475162,0.5797012
Dihydrogen Monoxide Hoax | Know Your Meme,-18.526743,35.07307
DILF Detected / Chat I'm Going to Try to Rizz Them Up | Know Your Meme,4.1773157,9.350611
Dimitri Finds Out | Know Your Meme,-29.987127,0.63245314
Ding Dong Eat It Up | Know Your Meme,-32.83391,13.76373
Ding Fries Are Done | Know Your Meme,-38.95642,-5.8324685
Dinkleberg | Know Your Meme,17.965837,-11.50282
Dio Brando | Know Your Meme,19.650711,-36.4388
Dio Walk / Gamer Dio | Know Your Meme,18.612396,-36.1349
Disaster Girl | Know Your Meme,-22.757654,-18.77237
Discord Child Grooming | Know Your Meme,9.01752,16.699358
Discord (My Little Pony) | Know Your Meme,25.834782,29.74509
Dishub Officer Stuck on the Car Hood | Know Your Meme,-13.347518,20.16476
Disintegration Effect / I Don't Feel So Good | Know Your Meme,5.780684,-1.1812086
Diss Tracks | Know Your Meme,-35.556988,9.950188
Distance Tok | Know Your Meme,-19.17562,4.538525
Distracted Boyfriend | Know Your Meme,4.8225117,0.3448897
Divide By Zero | Know Your Meme,27.759035,-20.857199
Divorced Dads Trading Cards | Know Your Meme,-17.228504,0.29092944
DJ P0N-3 / Vinyl Scratch | Know Your Meme,11.342105,2.4671555
DJ Peaches / Princess Peach Techno Rave | Know Your Meme,3.9814224,-29.20954
DK Rap | Know Your Meme,2.0360076,-25.751087
#DnDSelfie | Know Your Meme,8.308192,6.693764
Do a Barrel Roll | Know Your Meme,0.7324164,-33.684074
Do It For Her | Know Your Meme,4.5631866,-43.313248
Do Want / Do Not Want | Know Your Meme,-7.9488597,-40.435284
Do You Even Lift? | Know Your Meme,6.5326233,8.511483
Do You Like Stars? Ya They're Cool | Know Your Meme,-3.7770805,8.804293
Do You Like Waffles? | Know Your Meme,-39.69529,-1.3460151
Doctor Whooves / Time Turner | Know Your Meme,0.74398714,-21.514484
Does Bruno Mars Is Gay? | Know Your Meme,-14.333477,16.511553
Dog Closing His Eyes / Cooked Dog | Know Your Meme,5.4832964,-10.934394
Dog Singing In Chinese / Dog Rapping Skai Isyourgod | Know Your Meme,-28.74225,4.3897123
Dog With Apple / Apple Dog | Know Your Meme,-0.6465903,9.545684
Doge | Know Your Meme,6.4113564,-11.904973
Dogecoin | Know Your Meme,5.861459,-12.702166
Dogmeat | Know Your Meme,5.603277,-12.740785
Doing Hurtful Things To Your Waifu Chart | Know Your Meme,23.418957,8.884231
Dolan | Know Your Meme,9.044247,-17.706745
Dolphin Ayan Held At Gunpoint Viral Video | Know Your Meme,-10.944264,25.973516
Dolphin Conspiracy Theories | Know Your Meme,1.831428,-12.177401
Domino Toppling Videos | Know Your Meme,-20.444408,-0.9974748
Domo | Know Your Meme,23.481682,6.104213
"Don Toliver, Dr. Nefario Comparisons | Know Your Meme",-19.8938,10.031855
Donald Drumpf | Know Your Meme,-5.6252823,31.823414
Donald Duck Boner | Know Your Meme,5.523198,-18.499708
Donald Trump and Elon Musk's AI Dance Video | Know Your Meme,-26.445791,2.4851675
Donald Trump Cat and Duck AI Images | Know Your Meme,-6.344245,23.890366
Donald Trump Presidential Portraits | Know Your Meme,-6.715198,32.01074
Donald Trump Raised Fist Photograph | Know Your Meme,-7.649431,31.919136
Donald Trump Trapping Liberals In Crystals | Know Your Meme,-7.300164,32.894463
"Donald Trump's ""Bing Bong"" Speech | Know Your Meme",-5.2140226,34.61077
Donald Trump's Hair | Know Your Meme,-4.0949163,32.66692
Donald Trump's Hollywood Star | Know Your Meme,-7.925912,32.39824
Donald Trump's Hurricane Dorian Map Sharpie Edit | Know Your Meme,-8.239814,26.476109
Donald Trump's Letter to Turkey | Know Your Meme,-4.646109,22.224592
Donald Trump's NAMBLA Donation Hoax | Know Your Meme,-8.415439,34.32158
Donald Trump's Small Hands | Know Your Meme,-3.5171187,32.86342
Donald Trump's Wall | Know Your Meme,-9.415446,34.991047
Donde Esta La Biblioteca / Spanish Rap | Know Your Meme,8.401657,-41.256664
